12345|EML|jan.kowalski@email.com
54321|EML|anna.nowak@email.com
78900|EML|adam.nowicki@email.com
65432|EML|kasia.wisniewska@email.com
98765|EML|marek.kaminski@email.com
23456|EML|anna.kowalczyk@email.com
87654|EML|piotr.nowak@email.com
34567|EML|agnieszka.kowal@email.com
98712|EML|karolina.kowalska@email.com
56789|EML|janusz.nowicki@email.com
34123|EML|marta.jankowska@email.com
89012|EML|adam.michalski@email.com
45678|EML|agnieszka.wojciech@email.com
23456|EML|krzysztof.adamczyk@email.com
76543|EML|anna.zawadzka@email.com
12345|EML|tomasz.jakubowski@email.com
12345|TLK|123-456-789
54321|TLK|987-654-321
78900|TLK|789-012-345
65432|TLK|321-987-654
98765|TLK|456-789-012
23456|TLK|789-012-345
87654|TLK|654-321-098
34567|TLK|012-345-678
98712|TLK|345-678-901
56789|TLK|678-901-234
34123|TLK|901-234-567
89012|TLK|234-567-890
45678|TLK|567-890-123
23456|TLK|789-012-345
76543|TLK|012-345-678
12345|TLK|345-678-905
